Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,854,12,T:System.Numerics.BigInteger,,,,,"return ns >= 0 ? new BigDecimal(Unscaled, ns) : new BigDecimal(Unscaled * Pow10(-ns), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,854,12,T:System.Numerics.BigInteger,,,,,"return ns >= 0 ? new BigDecimal(Unscaled, ns) : new BigDecimal(Unscaled * Pow10(-ns), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,854,12,T:System.Numerics.BigInteger,,,,,"return ns >= 0 ? new BigDecimal(Unscaled, ns) : new BigDecimal(Unscaled * Pow10(-ns), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,848,12,T:System.Numerics.BigInteger,,,,,"return ns >= 0 ? new BigDecimal(Unscaled, ns) : new BigDecimal(Unscaled * Pow10(-ns), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,848,12,T:System.Numerics.BigInteger,,,,,"return ns >= 0 ? new BigDecimal(Unscaled, ns) : new BigDecimal(Unscaled * Pow10(-ns), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,848,12,T:System.Numerics.BigInteger,,,,,"return ns >= 0 ? new BigDecimal(Unscaled, ns) : new BigDecimal(Unscaled * Pow10(-ns), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,832,16,T:System.Numerics.BigInteger,,,,,"var q1 = SysBigInt.DivRem(u, 10, out var r1);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,832,16,T:System.Numerics.BigInteger,,,,,"var q1 = SysBigInt.DivRem(u, 10, out var r1);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,823,16,T:System.Numerics.BigInteger,,,,,"var q2 = SysBigInt.DivRem(u, POW10_BI[2], out var r2);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,823,16,T:System.Numerics.BigInteger,,,,,"var q2 = SysBigInt.DivRem(u, POW10_BI[2], out var r2);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,814,16,T:System.Numerics.BigInteger,,,,,"var q4 = SysBigInt.DivRem(u, POW10_BI[4], out var r4);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,814,16,T:System.Numerics.BigInteger,,,,,"var q4 = SysBigInt.DivRem(u, POW10_BI[4], out var r4);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,807,16,T:System.Numerics.BigInteger,,,,,"var q8 = SysBigInt.DivRem(u, POW10_BI[8], out var r8);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,807,16,T:System.Numerics.BigInteger,,,,,"var q8 = SysBigInt.DivRem(u, POW10_BI[8], out var r8);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,803,12,T:System.Numerics.BigInteger,,,,,var u = Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,796,12,T:System.Numerics.BigInteger,,,,,if (!Unscaled.IsEven)                 return this;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,761,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(SysBigInt.Zero, 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,761,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(SysBigInt.Zero, 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,729,12,T:System.Numerics.BigInteger,,,,,var twiceRem = SysBigInt.Abs(r) * 2;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,729,12,T:System.Numerics.BigInteger,,,,,var twiceRem = SysBigInt.Abs(r) * 2;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,728,12,T:System.Numerics.BigInteger,,,,,var sign = Unscaled.Sign;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,726,12,T:System.Numerics.BigInteger,,,,,"if (r == SysBigInt.Zero)                 return new BigDecimal(q, newScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,726,12,T:System.Numerics.BigInteger,,,,,"if (r == SysBigInt.Zero)                 return new BigDecimal(q, newScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,725,12,T:System.Numerics.BigInteger,,,,,"var q = SysBigInt.DivRem(Unscaled, divisor, out var r);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,725,12,T:System.Numerics.BigInteger,,,,,"var q = SysBigInt.DivRem(Unscaled, divisor, out var r);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,725,12,T:System.Numerics.BigInteger,,,,,"var q = SysBigInt.DivRem(Unscaled, divisor, out var r);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,724,12,T:System.Numerics.BigInteger,,,,,var divisor = Pow10(_scale - newScale);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,723,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(Unscaled * Pow10(newScale - _scale), newScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,723,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(Unscaled * Pow10(newScale - _scale), newScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,687,8,T:System.Numerics.BigInteger,,,,,"private static SysBigInt RoundQuotient(SysBigInt num, SysBigInt den, int roundingMode)"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,687,8,T:System.Numerics.BigInteger,,,,,"private static SysBigInt RoundQuotient(SysBigInt num, SysBigInt den, int roundingMode)"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,687,8,T:System.Numerics.BigInteger,,,,,"private static SysBigInt RoundQuotient(SysBigInt num, SysBigInt den, int roundingMode)"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,710,20,T:System.Numerics.BigInteger,,,,,q += SysBigInt.One;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,710,20,T:System.Numerics.BigInteger,,,,,q += SysBigInt.One;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,692,12,T:System.Numerics.BigInteger,,,,,"var q = SysBigInt.DivRem(n, d, out var r);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,692,12,T:System.Numerics.BigInteger,,,,,"var q = SysBigInt.DivRem(n, d, out var r);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,691,12,T:System.Numerics.BigInteger,,,,,var d = SysBigInt.Abs(den);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,691,12,T:System.Numerics.BigInteger,,,,,var d = SysBigInt.Abs(den);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,690,12,T:System.Numerics.BigInteger,,,,,var n = SysBigInt.Abs(num);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,690,12,T:System.Numerics.BigInteger,,,,,var n = SysBigInt.Abs(num);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,678,16,T:System.Numerics.BigInteger,,,,,"var q10 = SysBigInt.DivRem(q, 10, out var r10);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,678,16,T:System.Numerics.BigInteger,,,,,"var q10 = SysBigInt.DivRem(q, 10, out var r10);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,672,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(q * Pow10(preferredScale), preferredScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,670,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(SysBigInt.Zero, preferredScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,670,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(SysBigInt.Zero, preferredScale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,666,16,T:System.Numerics.BigInteger,,,,,den *= Pow10(-shift);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,664,16,T:System.Numerics.BigInteger,,,,,num *= Pow10(shift);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,662,12,T:System.Numerics.BigInteger,,,,,var den = divisor.Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,661,12,T:System.Numerics.BigInteger,,,,,var num = Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,640,12,T:System.Numerics.BigInteger,,,,,"return raw._scale >= 0 ? raw : new BigDecimal(raw.Unscaled * Pow10(-raw._scale), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,640,12,T:System.Numerics.BigInteger,,,,,"return raw._scale >= 0 ? raw : new BigDecimal(raw.Unscaled * Pow10(-raw._scale), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,619,12,T:System.Numerics.BigInteger,,,,,"return scale >= 0                 ? new BigDecimal(q, scale)                 : new BigDecimal(q * Pow10(-scale), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,616,12,T:System.Numerics.BigInteger,,,,,"var q = RoundQuotient(num, den, roundingMode);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,615,16,T:System.Numerics.BigInteger,,,,,den *= Pow10(-shift);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,613,16,T:System.Numerics.BigInteger,,,,,num *= Pow10(shift);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,611,12,T:System.Numerics.BigInteger,,,,,var den = divisor.Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,610,12,T:System.Numerics.BigInteger,,,,,var num = Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,604,20,T:System.Numerics.BigInteger,,,,,"return scale >= 0                         ? new BigDecimal(cq, scale)                         : new BigDecimal(cq * Pow10(-scale), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,600,28,T:System.Numerics.BigInteger,,,,,acc += SysBigInt.One;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,600,28,T:System.Numerics.BigInteger,,,,,acc += SysBigInt.One;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,525,12,T:System.Numerics.BigInteger,,,,,"return resultScale >= 0                 ? new BigDecimal(n, resultScale)                 : new BigDecimal(n * Pow10(-resultScale), 0);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,521,16,T:System.Numerics.BigInteger,,,,,"n *= SysBigInt.Pow(5, extra - fives);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,521,16,T:System.Numerics.BigInteger,,,,,"n *= SysBigInt.Pow(5, extra - fives);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,519,16,T:System.Numerics.BigInteger,,,,,"n *= SysBigInt.Pow(2, extra - twos);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,519,16,T:System.Numerics.BigInteger,,,,,"n *= SysBigInt.Pow(2, extra - twos);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,509,16,T:System.Numerics.BigInteger,,,,,"var q5 = SysBigInt.DivRem(d, 5, out var r5);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,509,16,T:System.Numerics.BigInteger,,,,,"var q5 = SysBigInt.DivRem(d, 5, out var r5);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,492,12,T:System.Numerics.BigInteger,,,,,"var g = SysBigInt.GreatestCommonDivisor(n, d);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,492,12,T:System.Numerics.BigInteger,,,,,"var g = SysBigInt.GreatestCommonDivisor(n, d);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,486,12,T:System.Numerics.BigInteger,,,,,var d = divisor.Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,485,12,T:System.Numerics.BigInteger,,,,,var n = Unscaled;
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,483,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(SysBigInt.Zero, Math.Max(0, preferredScale));"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,483,16,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(SysBigInt.Zero, Math.Max(0, preferredScale));"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,458,12,T:System.Numerics.BigInteger,,,,,var integerPart = _scale == 0 ? Unscaled : Unscaled / Pow10(_scale);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,458,12,T:System.Numerics.BigInteger,,,,,var integerPart = _scale == 0 ? Unscaled : Unscaled / Pow10(_scale);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,458,12,T:System.Numerics.BigInteger,,,,,var integerPart = _scale == 0 ? Unscaled : Unscaled / Pow10(_scale);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,438,12,T:System.Numerics.BigInteger,,,,,"var sign = Unscaled.Sign < 0 ? ""-"" : """";"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,437,12,T:System.Numerics.BigInteger,,,,,var s = SysBigInt.Abs(Unscaled).ToString(CultureInfo.InvariantCulture);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,437,12,T:System.Numerics.BigInteger,,,,,var s = SysBigInt.Abs(Unscaled).ToString(CultureInfo.InvariantCulture);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,437,12,T:System.Numerics.BigInteger,,,,,var s = SysBigInt.Abs(Unscaled).ToString(CultureInfo.InvariantCulture);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,436,16,T:System.Numerics.BigInteger,,,,,return Unscaled.ToString(CultureInfo.InvariantCulture);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,418,12,T:System.Numerics.BigInteger,,,,,return unchecked((c.Unscaled.GetHashCode() * 397) ^ c._scale);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,391,47,T:System.Numerics.BigInteger,,,,,Unscaled
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,391,33,T:System.Numerics.BigInteger,,,,,SysBigInt.Abs(Unscaled)
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,391,33,T:System.Numerics.BigInteger,,,,,SysBigInt.Abs(Unscaled)
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,387,90,T:System.Numerics.BigInteger,,,,,x.Unscaled
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,384,12,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(x.Unscaled * y.Unscaled, x._scale + y._scale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,384,12,T:System.Numerics.BigInteger,,,,,"return new BigDecimal(x.Unscaled * y.Unscaled, x._scale + y._scale);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,353,8,T:System.Numerics.BigInteger,,,,,public SysBigInt UnscaledValue()
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,353,44,T:System.Numerics.BigInteger,,,,,Unscaled
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,343,16,T:System.Numerics.BigInteger,,,,,unscaled *= Pow10(-scale);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,337,16,T:System.Numerics.BigInteger,,,,,"unscaled = SysBigInt.Parse(combined, CultureInfo.InvariantCulture);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,337,16,T:System.Numerics.BigInteger,,,,,"unscaled = SysBigInt.Parse(combined, CultureInfo.InvariantCulture);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,331,16,T:System.Numerics.BigInteger,,,,,"unscaled = SysBigInt.Parse(s, CultureInfo.InvariantCulture);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,331,16,T:System.Numerics.BigInteger,,,,,"unscaled = SysBigInt.Parse(s, CultureInfo.InvariantCulture);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,304,16,T:System.Numerics.BigInteger,,,,,"u = m * SysBigInt.Pow(5, -exp);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,304,16,T:System.Numerics.BigInteger,,,,,"u = m * SysBigInt.Pow(5, -exp);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,299,16,T:System.Numerics.BigInteger,,,,,"u = m * SysBigInt.Pow(2, exp);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,299,16,T:System.Numerics.BigInteger,,,,,"u = m * SysBigInt.Pow(2, exp);"
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,293,12,T:System.Numerics.BigInteger,,,,,var m = new SysBigInt(mantissa);
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,249,12,T:System.Numerics.BigInteger,,,,,var mantissa = (new SysBigInt((uint)bits[0]) | (new SysBigInt((uint)bits[1]) << 32) | (new SysBigInt((uint)bits[2]) << 64));
Api.0002,Die Quelle ist mit der ausgewählten .NET-Version inkompatibel.,Active,Potential,1,OutSmart.DAXon.csproj,File,Internal\Numerics\BigDecimal.cs,249,12,T:System.Numerics.BigInteger,,,,,var mantissa = (new SysBigInt((uint)bits[0]) | (new SysBigInt((uint)bits[1]) << 32) | (new SysBigInt((uint)bits[2]) << 64));
